,name,rating,reviews,avg_salary,industry,locations,highly_rated_for,critically_rated_for
5601,Ludhiana Beverages,3.9,196,763,Beverage,Ludhiana +11 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
5602,Blowhorn,3.2,196,566,Logistics,Bengaluru +16 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
5603,Paytm Money,3.2,196,1.3k,FinTech,Bengaluru +23 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
5604,Tata Asset Management Private Limited,3.8,196,948,Financial Services,Mumbai +53 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Work Satisfaction"
5605,Srg Housing Finance,4.0,196,584,NBFC,Udaipur +56 other locations,"Company Culture, Work Life Balance",
5606,Colruyt Group,3.8,195,1.1k,IT Services & Consulting,Hyderabad +4 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
5607,Springbord Systems,4.1,196,626,IT Services & Consulting,Chennai +11 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
5608,VIS Networks,3.9,196,1.1k,Telecom,Bengaluru +19 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
5609,Samkwang India Electronic,3.2,196,797,Electronics Manufacturing,Greater Noida +9 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
5610,Beyond Key,4.3,196,621,IT Services & Consulting,Indore +5 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
5611,Prasol Chemicals,3.4,196,1.2k,Chemicals,Mumbai +10 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
5612,Valethi Technologies,3.1,196,975,Analytics & KPO,Nagpur +6 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
5613,NMDC Steels,3.8,196,614,Iron & Steel,Jagdalpur +17 other locations,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security"
5614,Kirloskar Technologies,4.1,197,515,Medical Equipment,Jaipur +35 other locations,"Work Life Balance, Job Security, Company Culture",
5615,Ohmium,3.1,196,706,Power,Bengaluru +7 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
5616,Bhutani Group,4.3,196,697,Real Estate,Noida +14 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
5617,Sleepwell,4.2,196,604,Furniture & Furnishing,New Delhi +71 other locations,"Work Life Balance, Company Culture, Job Security",
5618,Exeltis,4.0,195,522,Pharma,Mumbai +36 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
5619,Vrinsoft Technology,4.6,195,230,IT Services & Consulting,Ahmedabad +2 other locations,"Skill Development / Learning, Company Culture, Job Security",
5620,Service Master Clean,3.8,196,683,Facility Management Services,New Delhi +47 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal
5621,NSL Textiles,4.0,195,641,Fashion & Textile,Guntur +14 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
5622,Roots Multiclean,3.9,195,1k,Industrial Machinery,Coimbatore +27 other locations,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
5623,InfoService,4.1,195,1k,IT Services & Consulting,Bengaluru +26 other locations,"Work Life Balance, Job Security, Company Culture",
5624,OnMobile Global,3.4,195,1.4k,Telecom,Bengaluru +14 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
5625,PP Rolling Mills,3.9,195,827,Industrial Machinery,Faridabad +9 other locations,Salary & Benefits,
5626,IIHT,3.6,195,858,Bengaluru +29 other locations,,,"Job Security, Promotions / Appraisal, Company Culture"
5627,Hyundai Engineering,3.9,195,727,Engineering & Construction,Chennai +24 other locations,"Salary & Benefits, Work Life Balance, Company Culture","Job Security, Promotions / Appraisal"
5628,Merkle Sokrati,3.7,192,1.5k,Marketing & Advertising,Pune +3 other locations,"Job Security, Skill Development / Learning","Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
5629,Philip Morris International,4.2,195,681,FMCG,New Delhi +44 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning"
5630,Kohler Power,4.0,195,952,Power,Pune +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal"
5631,Margadarsi Chit Fund,3.7,195,648,Financial Services,Hyderabad +32 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
5632,Beckman Coulter,3.5,195,1.2k,Medical Equipment,Bengaluru +18 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
5633,DE Shaw,3.7,195,2.8k,Financial Services,Hyderabad +6 other locations,Salary & Benefits,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning"
5634,Nutanix,3.5,195,2.3k,Software Product,Bengaluru +6 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
5635,Simplify Healthcare,2.7,195,1.7k,Software Product,Pune +3 other locations,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
5636,Food Corporation of India,4.1,195,681,Government,New Delhi +68 other locations,"Salary & Benefits, Work Life Balance, Job Security",Promotions / Appraisal
5637,Extentia Information Technology,3.5,195,1.4k,IT Services & Consulting,Pune +3 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
5638,Pin Click,2.8,195,448,Real Estate,Bengaluru +6 other locations,,"Job Security, Company Culture, Work Satisfaction"
5639,Timex Group India,3.9,195,825,Metals & Mining,Noida +30 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning"
5640,Rudrabhishek Enterprises,3.2,195,777,Urban Transport,Noida +34 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
5641,Hurix Digital,3.1,195,1.1k,IT Services & Consulting,Mumbai +6 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
5642,Orbit Techsol,3.6,195,1.1k,IT Services & Consulting,New Delhi +21 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
5643,Marengo Asia Hospitals,4.0,195,391,Healthcare,Gurugram +6 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
5644,Ganesh Grains,3.3,195,610,FMCG,Kolkata +22 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
5645,Embassy Services,3.9,198,935,Facility Management Services,Bengaluru +16 other locations,Work Life Balance,Promotions / Appraisal
5646,S.R.Batliboi & Co.,3.0,195,1k,Accounting & Auditing,New Delhi +15 other locations,,"Work Life Balance, Company Culture, Promotions / Appraisal"
5647,Manika Plastech Private Limited,4.0,195,551,Building Material,Dehradun +16 other locations,,Promotions / Appraisal
5648,Schreiber Dynamix Dairies,4.0,196,650,Electronics Manufacturing,Pune +15 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
5649,Brnd.Me,3.7,195,832,Internet,Bengaluru +12 other locations,,"Promotions / Appraisal, Job Security"
5650,Frontizo Business Services,3.5,195,588,BPO,Chandigarh +12 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
5651,SCIO Management Solutions,4.3,192,672,BPO,Chennai +5 other locations,"Job Security, Company Culture, Work Life Balance",
5652,Ruby General Hospital,3.3,194,688,Healthcare,Kolkata +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
5653,Lizmontagens India,4.1,205,678,Mumbai +20 other locations,,"Job Security, Company Culture, Work Life Balance",
5654,Sri Ramachandra Institute of Higher Education and Research,3.9,194,906,Education & Training,Chennai +10 other locations,"Job Security, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
5655,Svasti Microfinance,4.0,194,495,Financial Services,Mumbai +62 other locations,"Company Culture, Work Life Balance, Job Security",
5656,DAIMLER TRUCKS ASIA,3.8,194,1.2k,Chennai +17 other locations,,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
5657,In2IT Technologies,3.1,194,1.1k,IT Services & Consulting,Noida +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
5658,FedServ,3.6,194,1k,Banking,Visakhapatnam +24 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
5659,DTC Projects,3.9,194,591,Real Estate,Kolkata +7 other locations,,Promotions / Appraisal
5660,Infojini,3.0,194,687,IT Services & Consulting,Mumbai +11 other locations,,"Job Security, Skill Development / Learning, Work Satisfaction"
5661,IG Petrochemicals,3.5,194,1k,Chemicals,Mumbai +11 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
5662,Modern Business Solutions,3.7,194,581,Recruitment,Bengaluru +78 other locations,,"Promotions / Appraisal, Job Security"
5663,VDart,4.0,194,917,IT Services & Consulting,Tiruchirappalli +6 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",
5664,Zen3 Info Solutions,3.9,194,1.3k,IT Services & Consulting,Hyderabad +3 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
5665,Biophore India Pharmaceuticals,3.2,194,889,Pharma,Hyderabad +4 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
5666,Autoline Industries,3.4,194,815,Auto Components,Pune +20 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
5667,JNET Technologies,3.7,194,707,IT Services & Consulting,Hyderabad +25 other locations,,"Work Life Balance, Promotions / Appraisal, Work Satisfaction"
5668,Ushodaya Enterprises,4.1,194,748,FMCG,Hyderabad +28 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
5669,Alp Nishikawa,4.0,194,777,Auto Components,Gurugram +12 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
5670,Techmagnate,4.2,194,759,Marketing & Advertising,New Delhi +5 other locations,"Job Security, Salary & Benefits, Company Culture",
5671,Anu Industries,3.4,194,709,Packaging,Gurugram +14 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
5672,Luthra Group Company,4.2,194,854,Waste Management,Surat +18 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
5673,IntelliSmart Infrastructure,3.6,194,738,Power,Gurugram +32 other locations,,"Promotions / Appraisal, Job Security, Work Life Balance"
5674,Gulf Spic General Trading & Contracting Company,3.5,194,765,Engineering & Construction,Chennai +13 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
5675,IILM,4.0,194,456,Education & Training,Greater Noida +9 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
5676,DST Worldwide Services,4.2,194,930,Hyderabad +6 other locations,,"Work Life Balance, Company Culture, Salary & Benefits",
5677,RJ Corp,4.2,194,571,Retail,Gurugram +38 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
5678,Tm Automotive Seating Systems,3.5,194,843,Auto Components,Pune +14 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
5679,Tech Mahindra Foundation,4.1,194,562,Non-Profit,New Delhi +24 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
5680,AccSource KPO,3.2,194,842,Accounting & Auditing,Chennai +4 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
5681,Venus Home Appliances,4.1,194,644,Consumer Electronics & Appliances,Chennai +33 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
5682,Jubilant Motorworks,4.0,194,631,Automobile,Bengaluru +18 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
5683,University Living Accommodation,3.9,194,509,Internet,Noida +6 other locations,"Work Life Balance, Job Security, Skill Development / Learning",
5684,Go Speedy Go,4.5,194,100,Automobile,Bhubaneswar +12 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
5685,Green Park Hotels,4.2,194,669,Hospitality,Hyderabad +14 other locations,"Job Security, Company Culture, Work Life Balance",
5686,Getix Health,3.8,194,950,Analytics & KPO,Bengaluru +6 other locations,Work Life Balance,Promotions / Appraisal
5687,Odisha Power Generation Corporation,3.8,195,718,Oil & Gas,Jharsuguda +11 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning"
5688,Google Maps,4.8,194,156,Internet,Hyderabad +26 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
5689,ICE Data Services,3.3,194,1.4k,Financial Services,Hyderabad +5 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
5690,DNEG CREATIVE SERVICES,3.0,194,905,Animation & VFX,Mumbai +15 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
5691,DevTown,3.7,194,123,Education & Training,Bengaluru +12 other locations,,"Salary & Benefits, Promotions / Appraisal, Job Security"
5692,Abu Dhabi National Hotels,4.0,193,277,Hospitality,Abu Dhabi +9 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
5693,Marathon Electric India,3.5,193,839,Electrical Equipment,Faridabad +12 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
5694,Nyx-medical Solutions,3.2,193,724,Analytics & KPO,Bengaluru +7 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
5695,Windsor Machines,4.1,194,810,Industrial Machinery,Ahmedabad +18 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
5696,China State Construction Engineering Corporation,3.9,193,585,Engineering & Construction,New Delhi +29 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
5697,SEW Eurodrive india,4.2,193,813,Auto Components,Vadodara +24 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
5698,Bharat Oman Refineries,3.9,193,790,Oil & Gas,Bina +14 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
5699,Apache Footwear,3.6,193,662,Fashion & Textile,Nellore +10 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
5700,China State Construction Engineering Corporation,3.9,193,585,Engineering & Construction,New Delhi +29 other locations,Salary & Benefits,"Promotions / Appraisal, Job Security"
5701,SEW Eurodrive india,4.2,193,813,Auto Components,Vadodara +24 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
5702,Windsor Machines,4.1,194,810,Industrial Machinery,Ahmedabad +18 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
5703,Axalta Coating Systems,4.0,193,807,Chemicals,Vadodara +25 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
5704,SCON Projects,4.5,193,625,Engineering & Construction,Pune +19 other locations,"Job Security, Company Culture, Salary & Benefits",
5705,OEN India,4.1,193,892,Auto Components,Pune +12 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture","Promotions / Appraisal, Salary & Benefits"
5706,Arvind Techno Engineers,4.0,193,777,Engineering & Construction,New Delhi +32 other locations,"Job Security, Salary & Benefits, Skill Development / Learning",
5707,Futurism Technologies,3.8,191,1.1k,IT Services & Consulting,Pune +3 other locations,Skill Development / Learning,
5708,Nyx-medical Solutions,3.2,193,724,Analytics & KPO,Bengaluru +7 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
5709,Vegrow,3.8,194,883,Internet,Bengaluru +26 other locations,"Company Culture, Salary & Benefits","Job Security, Promotions / Appraisal"
